,comp_tokens,comp_ids,simp_tokens,simp_ids,edit_labels,new_edit_ids,comp_pos_tags,comp_pos_ids
783,"['its', 'use', 'spanned', 'the', 'golden', 'age', 'of', 'latin', 'literature', '—', 'broadly', 'the', '1st', 'century', 'bc', 'and', 'the', 'early', '1st', 'century', 'ad', '—', 'possibly', 'extending', 'to', 'the', 'silver', 'age', '—', 'broadly', 'the', '1st', 'and', '2nd', 'centuries', '.']","[  46  112 7518    6 1162  204    9  535 1283    1 7180    6 2205  156
  814   10    6  122 2205  156 1581    1 1717 4473   13    6 1187  204
    1 7180    6 2205   10 3364 1328    8]","['its', 'use', 'spanned', 'the', 'golden', 'age', 'of', 'latin', 'literature', '-', 'about', 'the', '1st', 'century', 'bc', 'and', 'the', 'early', '1st', 'century', 'bc', 'and', 'the', 'early', '1st', 'century', 'ad', '-', 'possibly', 'extending', 'to', 'the', 'silver', 'age', '-', 'about', 'the', '1st', 'and', '2nd', 'centuries', '.']","[  46  112 7518    6 1162  204    9  535 1283   74   90    6 2205  156
  814   10    6  122 2205  156  814   10    6  122 2205  156 1581   74
 1717 4473   13    6 1187  204   74   90    6 2205   10 3364 1328    8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', '-', 'about', 'the', '1st', 'century', 'bc', 'and', 'DEL', 'DEL', 'KEEP', 'early', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', '-', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', '-', 'about', 'DEL', 'DEL', 'STOP']","[   2    2    2    2    2    2    2    2    2   74   90    6 2205  156
  814   10    3    3    2  122    2    2    2    2    2    2    2    2
    2   74    3    2    2    2    2    2    2   74   90    3    3    5]","[('its', 'PRP$'), ('use', 'NN'), ('spanned', 'VBD'), ('the', 'DT'), ('golden', 'JJ'), ('age', 'NN'), ('of', 'IN'), ('latin', 'JJ'), ('literature', 'NN'), ('—', 'VBZ'), ('broadly', 'RB'), ('the', 'DT'), ('1st', 'JJ'), ('century', 'NN'), ('bc', 'NN'), ('and', 'CC'), ('the', 'DT'), ('early', 'JJ'), ('1st', 'JJ'), ('century', 'NN'), ('ad', 'NN'), ('—', 'NN'), ('possibly', 'RB'), ('extending', 'VBG'), ('to', 'TO'), ('the', 'DT'), ('silver', 'NN'), ('age', 'NN'), ('—', 'VBD'), ('broadly', 'RB'), ('the', 'DT'), ('1st', 'CD'), ('and', 'CC'), ('2nd', 'CD'), ('centuries', 'NNS'), ('.', '.')]","[4, 19, 6, 16, 13, 19, 40, 13, 19, 15, 27, 16, 13, 19, 19, 33, 16, 13, 13, 19, 19, 19, 27, 5, 25, 16, 19, 19, 6, 27, 16, 37, 33, 37, 29, 24]"
784,"['moundou', 'is', 'situated', 'on', 'one', 'of', 'the', 'main', 'roads', 'in', 'southern', 'chad', '.']",[   1   14 1937   19   42    9    6  230 2605   11  382 8865    8],"['moundou', 'is', 'situated', 'on', 'one', 'of', 'the', 'main', 'roads', 'in', 'southern', 'chad', '.']",[   1   14 1937   19   42    9    6  230 2605   11  382 8865    8],[],[],"[('moundou', 'NN'), ('is', 'VBZ'), ('situated', 'VBN'), ('on', 'IN'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('main', 'JJ'), ('roads', 'NNS'), ('in', 'IN'), ('southern', 'JJ'), ('chad', 'NN'), ('.', '.')]","[19, 15, 8, 40, 37, 40, 16, 13, 29, 40, 13, 19, 24]"
785,"['while', 'pipelining', 'can', 'in', 'theory', 'increase', 'performance', 'over', 'an', 'unpipelined', 'core', 'by', 'a', 'factor', 'of', 'the', 'number', 'of', 'stages', '-lrb-', 'assuming', 'the', 'clock', 'frequency', 'also', 'scales', 'with', 'the', 'number', 'of', 'stages', '-rrb-', ',', 'in', 'reality', ',', 'most', 'code', 'does', 'not', 'allow', 'for', 'ideal', 'execution', '.']","[  87    1   63   11  593 1376  647   85   33    1 1481   21   12 2443
    9    6  109    9 2224    1 6861    6 4614 2830   40 3552   22    6
  109    9 2224    1    7   11 3239    7   58 1404  412   47 1139   20
 4714 4128    8]","['while', 'pipelining', 'can', 'increase', 'performance', 'of', 'a', 'factor', 'of', 'the', 'number', 'of', 'stages', ',', 'most', 'code', 'does', 'not', 'allow', 'for', 'ideal', 'execution', '.']","[  87    1   63 1376  647    9   12 2443    9    6  109    9 2224    7
   58 1404  412   47 1139   20 4714 4128    8]","['KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'KEEP', 'KEEP', 'of', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']",[2 2 2 3 3 2 2 9 3 3 3 3 3 2 2 3 3 3 2 3 3 3 3 3 3 3 3 3 2 2 2 2 3 3 3 3 5],"[('while', 'IN'), ('pipelining', 'VBG'), ('can', 'MD'), ('in', 'IN'), ('theory', 'JJ'), ('increase', 'NN'), ('performance', 'NN'), ('over', 'IN'), ('an', 'DT'), ('unpipelined', 'JJ'), ('core', 'NN'), ('by', 'IN'), ('a', 'DT'), ('factor', 'NN'), ('of', 'IN'), ('the', 'DT'), ('number', 'NN'), ('of', 'IN'), ('stages', 'NNS'), ('-lrb-', 'VBP'), ('assuming', 'VBG'), ('the', 'DT'), ('clock', 'NN'), ('frequency', 'NN'), ('also', 'RB'), ('scales', 'VBZ'), ('with', 'IN'), ('the', 'DT'), ('number', 'NN'), ('of', 'IN'), ('stages', 'NNS'), ('-rrb-', 'NNP'), (',', ','), ('in', 'IN'), ('reality', 'NN'), (',', ','), ('most', 'JJS'), ('code', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('allow', 'VB'), ('for', 'IN'), ('ideal', 'JJ'), ('execution', 'NN'), ('.', '.')]","[40, 5, 42, 40, 13, 19, 19, 40, 16, 13, 19, 40, 16, 19, 40, 16, 19, 40, 29, 11, 5, 16, 19, 19, 27, 15, 40, 16, 19, 40, 29, 30, 9, 40, 19, 9, 45, 19, 15, 27, 31, 40, 13, 19, 24]"
786,"['a', 'butler', ""'s"", 'tray', 'often', 'has', 'a', 'gallery', ',', 'or', 'deeper', 'surround', ',', 'handles', 'on', 'the', 'short', 'sides', 'to', 'facilitate', 'carrying', '-lrb-', 'usually', 'cut', 'into', 'the', 'surround', '-rrb-', ',', 'and', 'a', 'portable', 'stand', 'with', 'folding', 'legs', '.']","[   12  9666    23 16755   124    43    12  2713     7    34  7141 10572
     7 10666    19     6   418  1761    13  8297  2954     1   214  1667
    65     6 10572     1     7    10    12  5070  2001    22 10804  2145
     8]","['a', 'butler', ""'s"", 'tray', 'often', 'has', 'a', 'gallery', ',', 'or', 'deeper', 'surround', ',', 'handles', 'on', 'the', 'short', 'sides', 'to', 'help', 'carrying', '-lrb-', 'usually', 'cut', 'into', 'the', 'surround', '-rrb-', ',', 'and', 'a', 'portable', 'stand', 'with', 'folding', 'legs', '.']","[   12  9666    23 16755   124    43    12  2713     7    34  7141 10572
     7 10666    19     6   418  1761    13   603  2954     1   214  1667
    65     6 10572     1     7    10    12  5070  2001    22 10804  2145
     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'help', 'DEL', 'STOP']","[  2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2 603   3   5]","[('a', 'DT'), ('butler', 'NN'), (""'s"", 'POS'), ('tray', 'NN'), ('often', 'RB'), ('has', 'VBZ'), ('a', 'DT'), ('gallery', 'NN'), (',', ','), ('or', 'CC'), ('deeper', 'JJR'), ('surround', 'NN'), (',', ','), ('handles', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('short', 'JJ'), ('sides', 'NNS'), ('to', 'TO'), ('facilitate', 'VB'), ('carrying', 'VBG'), ('-lrb-', 'NNP'), ('usually', 'RB'), ('cut', 'VBD'), ('into', 'IN'), ('the', 'DT'), ('surround', 'NN'), ('-rrb-', 'NNP'), (',', ','), ('and', 'CC'), ('a', 'DT'), ('portable', 'JJ'), ('stand', 'NN'), ('with', 'IN'), ('folding', 'VBG'), ('legs', 'NNS'), ('.', '.')]","[16, 19, 23, 19, 27, 15, 16, 19, 9, 33, 46, 19, 9, 15, 40, 16, 13, 29, 25, 31, 5, 30, 27, 6, 40, 16, 19, 30, 9, 33, 16, 13, 19, 40, 5, 29, 24]"
787,"['in', '1983', 'moyet', 'and', 'clarke', 'decided', 'to', 'disband', 'yazoo', '.']",[  11 1576    1   10 7097  966   13    1    1    8],"['in', '1983', 'yazoo', 'disband', 'decision', 'was', 'taken', 'by', 'moyet', 'and', 'clarke']",[  11 1576    1    1 1889   15  643   21    1   10 7097],"['KEEP', 'KEEP', 'yazoo', 'disband', 'decision', 'was', 'taken', 'by', 'STOP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL']",[   2    2    1    1 1889   15  643   21    5    3    3    3    3    3],"[('in', 'IN'), ('1983', 'CD'), ('moyet', 'NN'), ('and', 'CC'), ('clarke', 'NN'), ('decided', 'VBD'), ('to', 'TO'), ('disband', 'VB'), ('yazoo', 'NN'), ('.', '.')]","[40, 37, 19, 33, 19, 6, 25, 31, 19, 24]"
788,"['the', 'wanted', 'men', 'were', 'suspected', 'of', 'being', 'in', 'the', 'wombat', 'ranges', 'north', 'of', 'mansfield', ',', 'victoria', '.']","[    6  1474   415    37  6231     9   114    11     6 19207  2960   121
     9  7587     7  1057     8]","['the', 'wanted', 'men', 'were', 'suspected', 'of', 'being', 'in', 'the', 'wombat', 'ranges', 'north', 'of', 'mansfield', ',', 'victoria', '.']","[    6  1474   415    37  6231     9   114    11     6 19207  2960   121
     9  7587     7  1057     8]",[],[],"[('the', 'DT'), ('wanted', 'VBN'), ('men', 'NNS'), ('were', 'VBD'), ('suspected', 'VBN'), ('of', 'IN'), ('being', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('wombat', 'NN'), ('ranges', 'VBZ'), ('north', 'RB'), ('of', 'IN'), ('mansfield', 'NN'), (',', ','), ('victoria', 'NN'), ('.', '.')]","[16, 8, 29, 6, 8, 40, 5, 40, 16, 19, 15, 27, 40, 19, 9, 19, 24]"
789,"['lanterns', 'may', 'be', 'used', 'for', 'signaling', ',', 'or', 'as', 'general', 'light', 'sources', 'for', 'camping', '.']","[27328    67    36    61    20 12644     7    34    18   249   394  1137
    20 11360     8]","['lamps', 'may', 'be', 'used', 'for', 'signaling', ',', 'or', 'as', 'general', 'light', 'sources', 'for', 'camping', '.']","[ 7560    67    36    61    20 12644     7    34    18   249   394  1137
    20 11360     8]","['lamps', 'DEL', 'STOP']",[7560    3    5],"[('lanterns', 'NNS'), ('may', 'MD'), ('be', 'VB'), ('used', 'VBN'), ('for', 'IN'), ('signaling', 'VBG'), (',', ','), ('or', 'CC'), ('as', 'IN'), ('general', 'JJ'), ('light', 'NN'), ('sources', 'NNS'), ('for', 'IN'), ('camping', 'NN'), ('.', '.')]","[29, 42, 31, 8, 40, 5, 9, 33, 40, 13, 19, 29, 40, 19, 24]"
790,"['having', 'persuaded', 'clerc', 'to', 'accompany', 'him', ',', 'gallaudet', 'sailed', 'back', 'to', 'america', '.']","[  346  6784     1    13  8092   100     7 23407  5920   271    13   320
     8]","['gallaudet', 'sailed', 'to', 'anerica', 'accompanied', 'by', 'clerc', '.']",[23407  5920    13     1  2294    21     1     8],"['DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'anerica', 'accompanied', 'by', 'clerc', 'DEL', 'STOP']","[   3    3    3    3    3    3    3    2    2    3    2    1 2294   21
    1    3    5]","[('having', 'VBG'), ('persuaded', 'VBN'), ('clerc', 'NN'), ('to', 'TO'), ('accompany', 'VB'), ('him', 'PRP'), (',', ','), ('gallaudet', 'NN'), ('sailed', 'VBD'), ('back', 'RB'), ('to', 'TO'), ('america', 'NN'), ('.', '.')]","[5, 8, 19, 25, 31, 38, 9, 19, 6, 27, 25, 19, 24]"
791,"['in', 'each', 'issue', ',', 'there', 'was', 'a', 'review', 'of', 'an', 'artist', ""'s"", 'entire', 'discography', ',', 'with', 'each', 'album', 'being', 'analyzed', 'in', 'turn', '.']","[   11   129  1736     7    77    15    12  2574     9    33   759    23
   854 18567     7    22   129   132   114  9761    11  1006     8]","['in', 'each', 'issue', 'there', 'was', 'a', 'review', 'of', 'an', 'artist', ""'s"", 'discography', 'with', 'each', 'album', 'being', 'analyzed', 'in', 'turn', '.']","[   11   129  1736    77    15    12  2574     9    33   759    23 18567
    22   129   132   114  9761    11  1006     8]","['KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'DEL', 'STOP']",[2 2 2 3 2 2 2 2 2 2 2 2 3 2 3 5],"[('in', 'IN'), ('each', 'DT'), ('issue', 'NN'), (',', ','), ('there', 'EX'), ('was', 'VBD'), ('a', 'DT'), ('review', 'NN'), ('of', 'IN'), ('an', 'DT'), ('artist', 'NN'), (""'s"", 'POS'), ('entire', 'JJ'), ('discography', 'NN'), (',', ','), ('with', 'IN'), ('each', 'DT'), ('album', 'NN'), ('being', 'VBG'), ('analyzed', 'VBN'), ('in', 'IN'), ('turn', 'NN'), ('.', '.')]","[40, 16, 19, 9, 39, 6, 16, 19, 40, 16, 19, 23, 13, 19, 9, 40, 16, 19, 5, 8, 40, 19, 24]"
792,"['for', 'systems', 'using', 'digital', 'signal', 'processing', ',', 'developers', 'may', 'use', 'a', 'math', 'workbench', 'such', 'as', 'scilab', '/', 'scicos', ',', 'matlab', '/', 'simulink', ',', 'eicaslab', ',', 'mathcad', ',', 'or', 'mathematica', 'to', 'simulate', 'the', 'mathematics', '.']","[   20   529   245  1718  2619  3368     7  6660    67   112    12 12912
     1    69    18     1     1     1     7     1     1     1     7     1
     7     1     7    34     1    13 16508     6  1927     8]","['1', '.', 'for', 'systems', 'using', 'digital', 'signal', 'processing', ',', 'developers', 'may', 'use', 'a', 'math', 'workbench', 'such', 'as', 'scilab', '/', 'scicos', ',', 'matlab', '/', 'simulink', ',', 'eicaslab', ',', 'mathcad', ',', 'or', 'mathematica', 'to', 'test', 'the', 'mathematics', '.']","[  142     8    20   529   245  1718  2619  3368     7  6660    67   112
    12 12912     1    69    18     1     1     1     7     1     1     1
     7     1     7     1     7    34     1    13  1351     6  1927     8]","['1', '.', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'test', 'DEL', 'STOP']","[ 142    8    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2 1351    3    5]","[('for', 'IN'), ('systems', 'NNS'), ('using', 'VBG'), ('digital', 'JJ'), ('signal', 'NN'), ('processing', 'NN'), (',', ','), ('developers', 'NNS'), ('may', 'MD'), ('use', 'VB'), ('a', 'DT'), ('math', 'NN'), ('workbench', 'NN'), ('such', 'JJ'), ('as', 'IN'), ('scilab', 'NN'), ('/', 'NNP'), ('scicos', 'NN'), (',', ','), ('matlab', 'NN'), ('/', 'NNP'), ('simulink', 'NN'), (',', ','), ('eicaslab', 'NN'), (',', ','), ('mathcad', 'NN'), (',', ','), ('or', 'CC'), ('mathematica', 'NN'), ('to', 'TO'), ('simulate', 'VB'), ('the', 'DT'), ('mathematics', 'NNS'), ('.', '.')]","[40, 29, 5, 13, 19, 19, 9, 29, 42, 31, 16, 19, 19, 13, 40, 19, 30, 19, 9, 19, 30, 19, 9, 19, 9, 19, 9, 33, 19, 25, 31, 16, 29, 24]"
793,"['the', 'producer', 'is', 'involved', 'throughout', 'all', 'phases', 'of', 'the', 'film-making', 'process', 'from', 'development', 'to', 'completion', 'of', 'a', 'project', '.']","[   6 1252   14  968  480   66 7210    9    6    1  496   26  405   13
 5304    9   12  855    8]","['throughout', 'all', 'phases', 'of', 'film', 'making', 'process', 'from', 'development', 'to', 'completion', 'of', 'project', 'the', 'producer', 'is', 'involved', '.']","[ 480   66 7210    9  115  407  496   26  405   13 5304    9  855    6
 1252   14  968    8]","['DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'film', 'making', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'the', 'producer', 'is', 'involved', 'STOP']","[   3    3    3    3    2    2    2    2  115  407    3    3    2    2
    2    2    2    2    3    2    6 1252   14  968    5]","[('the', 'DT'), ('producer', 'NN'), ('is', 'VBZ'), ('involved', 'VBN'), ('throughout', 'IN'), ('all', 'DT'), ('phases', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('film-making', 'JJ'), ('process', 'NN'), ('from', 'IN'), ('development', 'NN'), ('to', 'TO'), ('completion', 'NN'), ('of', 'IN'), ('a', 'DT'), ('project', 'NN'), ('.', '.')]","[16, 19, 15, 8, 40, 16, 29, 40, 16, 13, 19, 40, 19, 25, 19, 40, 16, 19, 24]"
794,"['young', 'boys', 'played', 'against', 'olympique', 'marseille', 'and', 'lost', '2-3', 'with', '14,000', 'spectators', 'watching', '.']","[  319  2127   198   189     1 18629    10   514 10994    22 13700  8652
  5944     8]","['young', 'boys', 'placed', 'against', 'olympique', 'marseille', 'and', 'lost', '2-3', 'with', '14,000', 'viewers', 'watching', '.']","[  319  2127   841   189     1 18629    10   514 10994    22 13700  4430
  5944     8]","['KEEP', 'KEEP', 'placed', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'viewers', 'DEL', 'STOP']","[   2    2  841    3    2    2    2    2    2    2    2    2 4430    3
    5]","[('young', 'JJ'), ('boys', 'NNS'), ('played', 'VBN'), ('against', 'IN'), ('olympique', 'JJ'), ('marseille', 'NN'), ('and', 'CC'), ('lost', 'VBD'), ('2-3', 'JJ'), ('with', 'IN'), ('14,000', 'CD'), ('spectators', 'NNS'), ('watching', 'VBG'), ('.', '.')]","[13, 29, 8, 40, 13, 19, 33, 6, 13, 40, 37, 29, 5, 24]"
795,"['he', 'is', 'considered', 'to', 'be', 'the', 'most', 'important', 'sculptor', 'of', 'the', 'spanish', 'renaissance', ',', 'and', 'is', 'known', 'for', 'his', 'emotive', 'sculptures', 'depicting', 'religious', 'ecstasy', 'or', 'torment', '.']","[  30   14  294   13   36    6   58  305 6577    9    6  625 2674    7
   10   14   64   20   28    1 7469 7572  939    1   34    1    8]","['he', 'was', 'the', 'most', 'important', 'sculptor', 'of', 'the', 'spanish', 'renaissance', 'and', 'is', 'known', 'for', 'his', 'emotive', 'sculptures', 'about', 'religious', 'ecstasy', 'or', 'torment', '.']","[  30   15    6   58  305 6577    9    6  625 2674   10   14   64   20
   28    1 7469   90  939    1   34    1    8]","['KEEP', 'was', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'about', 'DEL', 'STOP']","[ 2 15  3  3  3  3  2  2  2  2  2  2  2  2  3  2  2  2  2  2  2  2 90  3
  5]","[('he', 'PRP'), ('is', 'VBZ'), ('considered', 'VBN'), ('to', 'TO'), ('be', 'VB'), ('the', 'DT'), ('most', 'RBS'), ('important', 'JJ'), ('sculptor', 'NN'), ('of', 'IN'), ('the', 'DT'), ('spanish', 'JJ'), ('renaissance', 'NN'), (',', ','), ('and', 'CC'), ('is', 'VBZ'), ('known', 'VBN'), ('for', 'IN'), ('his', 'PRP$'), ('emotive', 'JJ'), ('sculptures', 'NNS'), ('depicting', 'VBG'), ('religious', 'JJ'), ('ecstasy', 'NN'), ('or', 'CC'), ('torment', 'NN'), ('.', '.')]","[38, 15, 8, 25, 31, 16, 35, 13, 19, 40, 16, 13, 19, 9, 33, 15, 8, 40, 4, 13, 29, 5, 13, 19, 33, 19, 24]"
796,"['the', 'term', 'country', 'code', 'frequently', 'refers', 'to', 'international', 'dialing', 'codes', ',', 'the', 'e.164', 'country', 'calling', 'codes', '.']","[   6  258  261 1404 1241 1094   13  208    1 3440    7    6    1  261
 3313 3440    8]","['the', 'term', 'country', 'code', 'frequently', 'refers', 'to', 'international', 'dialing', 'codes', ',', 'the', 'e.164', 'country', 'calling', 'codes', '.']","[   6  258  261 1404 1241 1094   13  208    1 3440    7    6    1  261
 3313 3440    8]",[],[],"[('the', 'DT'), ('term', 'NN'), ('country', 'NN'), ('code', 'NN'), ('frequently', 'RB'), ('refers', 'VBZ'), ('to', 'TO'), ('international', 'JJ'), ('dialing', 'NN'), ('codes', 'NNS'), (',', ','), ('the', 'DT'), ('e.164', 'JJ'), ('country', 'NN'), ('calling', 'VBG'), ('codes', 'NNS'), ('.', '.')]","[16, 19, 19, 19, 27, 15, 25, 13, 19, 29, 9, 16, 13, 19, 5, 29, 24]"
797,"['marant', 'is', 'a', 'commune', 'in', 'the', 'pas-de-calais', 'department', 'in', 'the', 'nord-pas-de-calais', 'region', 'of', 'france', '.']","[   1   14   12 6978   11    6    1  977   11    6    1  315    9  314
    8]","['marant', 'is', 'a', 'commune', 'in', 'the', 'nord-pas-de-calais', 'region', 'of', 'france', '.']",[   1   14   12 6978   11    6    1  315    9  314    8],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']",[2 2 2 2 3 3 3 3 5],"[('marant', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('commune', 'NN'), ('in', 'IN'), ('the', 'DT'), ('pas-de-calais', 'JJ'), ('department', 'NN'), ('in', 'IN'), ('the', 'DT'), ('nord-pas-de-calais', 'JJ'), ('region', 'NN'), ('of', 'IN'), ('france', 'NN'), ('.', '.')]","[19, 15, 16, 19, 40, 16, 13, 19, 40, 16, 13, 19, 40, 19, 24]"
798,"['the', 'nameless', 'dog', 'makes', 'a', 'cameo', 'appearance', 'in', 'the', 'nes', 'game', 'barker', 'bill', ""'s"", 'trick', 'shooting', '-lrb-', 'another', 'zapper', 'game', '-rrb-', 'and', 'he', 'can', 'be', 'shot', '.']","[    6     1  1842  1143    12 10456  1075    11     6 15112   171 13961
  1273    23 10350  3531     1   213     1   171     1    10    30    63
    36  1329     8]","['the', 'nameless', 'dog', 'makes', 'a', 'cameo', 'appearance', 'in', 'the', 'nes', 'game', 'barker', 'bill', ""'s"", 'trick', 'shooting', 'and', 'he', 'can', 'be', 'shot', '.']","[    6     1  1842  1143    12 10456  1075    11     6 15112   171 13961
  1273    23 10350  3531    10    30    63    36  1329     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']",[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 5],"[('the', 'DT'), ('nameless', 'JJ'), ('dog', 'NN'), ('makes', 'VBZ'), ('a', 'DT'), ('cameo', 'JJ'), ('appearance', 'NN'), ('in', 'IN'), ('the', 'DT'), ('nes', 'NNS'), ('game', 'NN'), ('barker', 'NN'), ('bill', 'NN'), (""'s"", 'POS'), ('trick', 'JJ'), ('shooting', 'NN'), ('-lrb-', 'NN'), ('another', 'DT'), ('zapper', 'NN'), ('game', 'NN'), ('-rrb-', 'NNP'), ('and', 'CC'), ('he', 'PRP'), ('can', 'MD'), ('be', 'VB'), ('shot', 'VBN'), ('.', '.')]","[16, 13, 19, 15, 16, 13, 19, 40, 16, 29, 19, 19, 19, 23, 13, 19, 19, 16, 19, 19, 30, 33, 38, 42, 31, 8, 24]"
799,"['the', 'book', 'chronicles', 'events', 'which', 'take', 'place', 'in', 'the', 'fictional', 'space', 'colony', 'of', 'windhaven', '.']","[   6  333 6813  645   35  442  233   11    6 2506  542 1537    9    1
    8]","['the', 'book', 'narrates', 'events', 'which', 'take', 'place', 'in', 'the', 'fictional', 'space', ',', 'colony', 'of', 'windhaven', '.']","[   6  333    1  645   35  442  233   11    6 2506  542    7 1537    9
    1    8]","['KEEP', 'KEEP', 'narrates', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', ',', 'STOP']",[2 2 1 3 2 2 2 2 2 2 2 2 7 5],"[('the', 'DT'), ('book', 'NN'), ('chronicles', 'VBZ'), ('events', 'NNS'), ('which', 'WDT'), ('take', 'VBP'), ('place', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fictional', 'JJ'), ('space', 'NN'), ('colony', 'NN'), ('of', 'IN'), ('windhaven', 'NN'), ('.', '.')]","[16, 19, 15, 29, 12, 11, 19, 40, 16, 13, 19, 19, 40, 19, 24]"
800,"['the', 'higgs', 'boson', 'is', 'the', 'only', 'standard', 'model', 'particle', 'that', 'has', 'not', 'yet', 'been', 'observed', '.']","[   6 8415 8815   14    6   76  610  688 2969   24   43   47 1565   59
 1526    8]","['the', 'higgs', 'boson', 'is', 'the', 'only', 'standard', 'model', 'particle', 'that', 'is', 'still', 'unobserved', '.']",[   6 8415 8815   14    6   76  610  688 2969   24   14  250    1    8],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'is', 'still', 'unobserved', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[  2   2   2   2   2   2   2   2   2   2  14 250   1   3   3   3   3   3
   5]","[('the', 'DT'), ('higgs', 'NN'), ('boson', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('only', 'JJ'), ('standard', 'NN'), ('model', 'NN'), ('particle', 'NN'), ('that', 'WDT'), ('has', 'VBZ'), ('not', 'RB'), ('yet', 'RB'), ('been', 'VBN'), ('observed', 'VBN'), ('.', '.')]","[16, 19, 19, 15, 16, 13, 19, 19, 19, 12, 15, 27, 27, 8, 8, 24]"
